date,½µÓê¾ùÖµ,Õô·¢,flow
2015/12/11,0,1.2,82.4
2015/12/12,6.42,1.1,66.9
2015/12/13,7.83,0.6,59.6
2015/12/14,0.83,1,59
2015/12/15,0,1.5,60.4
2015/12/16,0,2.6,55.6
2015/12/17,0,2.4,47.9
2015/12/18,0,1.8,43.1
2015/12/19,0,0.9,45.2
2015/12/20,0,0.5,28.6
2015/12/21,0.67,0.7,32
2015/12/22,49.42,0.8,38.2
2015/12/23,45.25,0.3,202
2015/12/24,2.5,0.7,413
2015/12/25,0,1.1,203
2015/12/26,6.5,0.7,114
2015/12/27,0.08,1.3,100
2015/12/28,0,2.5,83.1
2015/12/29,1.5,1.1,73.6
2015/12/30,0,0.7,69
2015/12/31,0,1.6,52.9
2016/1/1,0,1.2,51.7
2016/1/2,0,0.6,42.2
2016/1/3,0,0.8,47.6
2016/1/4,0,0.7,32.9
2016/1/5,6.92,0.3,35.3
2016/1/6,0,1.5,37.5
2016/1/7,1,2,34.7
2016/1/8,0.17,1.2,33.9
2016/1/9,5.58,1,31.9
2016/1/10,10.42,0.2,35.2
2016/1/11,1.08,0.8,37.2
2016/1/12,0.83,0.8,35.6
2016/1/13,0.08,1.1,48.7
2016/1/14,4.58,0.8,43.1
2016/1/15,0,0.9,41.5
2016/1/16,31.83,0.7,37.4
2016/1/17,0.25,1.2,149
2016/1/18,0,1.5,95.8
2016/1/19,0,2.1,72.5
2016/1/20,15.42,0.8,60.2
2016/1/21,15.08,1.2,75.5
2016/1/22,13.58,0.6,135
2016/1/23,0.08,1.9,152
2016/1/24,0,2.5,96.7
2016/1/25,0,1.8,79
2016/1/26,8.5,0.7,75.1
2016/1/27,7.67,0.1,77.2
2016/1/28,45.17,0.4,98.9
2016/1/29,1.83,0.6,290
2016/1/30,0.25,0.6,177
2016/1/31,24.5,1.3,111
2016/2/1,4.17,1.2,182
2016/2/2,0.67,2.2,146
2016/2/3,0.42,0.6,107
2016/2/4,2.25,0.7,92.8
2016/2/5,0,1,87.8
2016/2/6,0,2.1,69
2016/2/7,0,1.8,61.3
2016/2/8,0,1.7,44
2016/2/9,0,1.6,51.2
2016/2/10,5,1.3,45.9
2016/2/11,1.08,0.9,48.8
2016/2/12,0.83,1.5,48.1
2016/2/13,12.25,0.4,45.8
2016/2/14,2.75,2,57
2016/2/15,0,2.2,65.6
2016/2/16,0,2.5,49.3
2016/2/17,0,2,47.2
2016/2/18,0,1.7,43.2
2016/2/19,0.25,0.6,38.4
2016/2/20,0,2.4,38.8
2016/2/21,6.92,1,39.4
2016/2/22,6.83,0.4,42.8
2016/2/23,1.67,0.9,39.4
2016/2/24,0.08,1.3,42
2016/2/25,2.67,1.9,34.1
2016/2/26,3.67,0.3,30.3
2016/2/27,0,1.6,29
2016/2/28,0,1.8,29.7
2016/2/29,0,2.8,28.3
2016/3/1,0,2.3,28.1
2016/3/2,0,1.9,30.1
2016/3/3,0,2.1,27.5
2016/3/4,0,1.4,27.3
2016/3/5,6.25,18,28.4
2016/3/6,0,2.1,29.5
2016/3/7,0,1.8,28.5
2016/3/8,11.58,1.9,25.5
2016/3/9,24.83,3.1,44.7
2016/3/10,5.5,1.8,82.5
2016/3/11,0.08,2,75.1
2016/3/12,7.08,0.6,48.1
2016/3/13,21.67,0.3,64.9
2016/3/14,0,2.9,132
2016/3/15,0,1.3,96.8
2016/3/16,0,0.9,70.3
2016/3/17,22,0.5,60.1
2016/3/18,2.75,0.1,115
2016/3/19,0.25,1.9,94.4
2016/3/20,3.67,0.8,75.7
2016/3/21,0.25,1.3,66.6
2016/3/22,2.83,0.8,59.6
2016/3/23,11.42,1,58.1
2016/3/24,0,3,72.3
2016/3/25,0,2.9,49.9
2016/3/26,0.25,2.7,43.6
2016/3/27,0,3.2,42.2
2016/3/28,0.08,3.4,37.9
2016/3/29,2.83,1,35.7
2016/3/30,11.33,0.2,36.7
2016/3/31,0.08,1.9,50.1
2016/4/1,0,1.9,35.1
2016/4/2,0,1.5,31.5
2016/4/3,54.67,0.9,32.5
2016/4/4,9.17,0.6,343
2016/4/5,0.67,1.4,175
2016/4/6,6,1.7,108
2016/4/7,36.92,0.5,117
2016/4/8,16.17,0.7,277
2016/4/9,39.25,1.8,335
2016/4/10,34.42,0.3,568
2016/4/11,17.42,0.5,480
2016/4/12,26.67,1.9,277
2016/4/13,0.75,0.6,252
2016/4/14,14.83,2.2,192
2016/4/15,14.08,1.2,183
2016/4/16,6.5,0.3,194
2016/4/17,34.58,2.1,159
2016/4/18,0,2.4,330
2016/4/19,12.83,3.3,190
2016/4/20,1,0.9,150
2016/4/21,1.42,0.5,136
2016/4/22,27.33,1.3,108
2016/4/23,14.67,1.1,192
2016/4/24,7.58,2.3,210
2016/4/25,3.08,2.1,171
2016/4/26,18.92,1.9,154
2016/4/27,0,2.5,168
2016/4/28,0,3.9,126
2016/4/29,0,3.2,95.5
2016/4/30,0,3.2,85.7
2016/5/1,2.42,1.9,72.6
2016/5/2,17.42,1.3,80.8
2016/5/3,0,4.1,94.3
2016/5/4,41,3.4,61.3
2016/5/5,77.58,1.2,220
2016/5/6,14.83,1.2,739
2016/5/7,54.83,1,350
2016/5/8,72.17,3,915
2016/5/9,75.83,0.3,1280
2016/5/10,0.25,2.5,748
2016/5/11,0,3.9,317
2016/5/12,0,3.7,196
2016/5/13,0,4.9,157
2016/5/14,0,4,136
2016/5/15,8.83,5,119
2016/5/16,0,5.4,111
2016/5/17,0,4.1,85.8
2016/5/18,0,3,84.3
2016/5/19,33.17,2.4,79.4
2016/5/20,29.25,0.5,173
2016/5/21,4.17,0.3,203
2016/5/22,8.67,1.1,147
2016/5/23,0.08,2.4,121
2016/5/24,11.17,1.8,99.6
2016/5/25,1.75,1.1,102
2016/5/26,0,2.5,96.7
2016/5/27,0.5,3.2,80.9
2016/5/28,10.75,3.4,65.1
2016/5/29,14.25,0.9,73.6
2016/5/30,0.75,1.9,100
2016/5/31,0,2.9,90.7
2016/6/1,41.58,4.3,99.4
2016/6/2,46,3.4,424
2016/6/3,11.92,1.8,493
2016/6/4,0.08,2.4,283
2016/6/5,0,2.2,153
2016/6/6,0.42,3.8,114
2016/6/7,0,4.3,86.7
2016/6/8,0.5,2.5,82.7
2016/6/9,0,4.5,69.3
2016/6/10,1.92,5.5,67.5
2016/6/11,5,3.3,56.7
2016/6/12,15.25,1.2,72.7
2016/6/13,2.92,1.8,106
2016/6/14,0.17,3.5,95.7
2016/6/15,40.42,1.7,79.6
2016/6/16,15.42,1.6,274
2016/6/17,57.08,1.7,272
2016/6/18,14.42,0.2,805
2016/6/19,0,0.9,293
2016/6/20,0,3.7,156
2016/6/21,0,4.5,110
2016/6/22,0,5,96.7
2016/6/23,0,5.8,86
2016/6/24,0,5.5,71
2016/6/25,6.08,5.6,50.3
2016/6/26,2.33,2.8,54.2
2016/6/27,2.75,4.7,66.1
2016/6/28,0.08,3.8,62.6
2016/6/29,46.83,4.3,86.2
2016/6/30,7.75,3.3,192
2016/7/1,0,3.9,105
2016/7/2,0,4.8,71.4
2016/7/3,8.83,4.9,48.2
2016/7/4,0,4.6,64.9
2016/7/5,2.75,7.2,45.5
2016/7/6,0.17,5.1,39.2
2016/7/7,0,5.5,41.9
2016/7/8,0.67,6,46.1
2016/7/9,4.17,2.4,34
2016/7/10,1.75,2.9,45
2016/7/11,14.42,2.2,39
2016/7/12,0.17,2.7,43.4
2016/7/13,1.75,3,36.2
2016/7/14,0.25,3.5,35.5
2016/7/15,0.08,2.4,36.3
2016/7/16,18.67,4.2,39.7
2016/7/17,11.08,1.9,66.6
2016/7/18,7.58,1.9,78.4
2016/7/19,0,3.8,68.3
2016/7/20,0,4.2,48.4
2016/7/21,0,5.2,44
2016/7/22,0,4.7,36.3
2016/7/23,0,5.4,33.2
2016/7/24,0,5.7,29
2016/7/25,0,6.3,28.9
2016/7/26,2,6.9,32
2016/7/27,1.75,5.4,20.6
2016/7/28,2.33,5.3,24.9
2016/7/29,3.33,6,23.7
2016/7/30,2.58,6,27.7
2016/7/31,0,5.1,30.7
2016/8/1,0,6.7,23.1
2016/8/2,3.25,5.5,25.9
2016/8/3,27.83,6.5,26.1
2016/8/4,0,4.7,43.7
2016/8/5,5.17,6.4,32.2
2016/8/6,1.33,5.7,27.1
2016/8/7,6.83,5.1,30
2016/8/8,1.33,5,27.9
2016/8/9,0.92,4.7,28.6
2016/8/10,1.5,5.3,20
2016/8/11,1,4.3,36.2
2016/8/12,3.75,3.9,28.3
2016/8/13,0,4.6,20.4
2016/8/14,0,5.5,18.9
2016/8/15,0,5.8,10.5
2016/8/16,0.92,5.7,15.1
2016/8/17,0.25,6,16.1
2016/8/18,0,4.7,14.9
2016/8/19,0.08,5.9,13.6
2016/8/20,14.83,5.8,17.9
2016/8/21,0.08,4.8,42.3
2016/8/22,0.25,4.8,29.7
2016/8/23,0.08,4.8,26.6
2016/8/24,1.25,5.3,14.9
2016/8/25,9.08,6.1,17.6
2016/8/26,0,6.4,18.8
2016/8/27,0.08,6.3,20.4
2016/8/28,0,7,16.7
2016/8/29,0,6.9,12.7
2016/8/30,0,5.5,14.2
2016/8/31,0.58,3.4,12.7
2016/9/1,30.42,2.2,18.9
2016/9/2,0,3.9,34.1
2016/9/3,0,5.1,31
2016/9/4,0,5.6,14.9
2016/9/5,0,4.5,24.5
2016/9/6,2.33,3.8,14.1
2016/9/7,1.58,3.8,16.7
2016/9/8,0.25,3.8,13.2
2016/9/9,7.25,4.6,23
2016/9/10,7.58,4.5,20.9
2016/9/11,17.67,2.6,22.5
2016/9/12,0,5.4,40.2
2016/9/13,0.83,3.3,26.2
2016/9/14,13.5,2.7,29.3
2016/9/15,30.83,1.4,43
2016/9/16,11.25,1,91.4
2016/9/17,0.08,2.8,64.8
2016/9/18,0,4.1,40.3
2016/9/19,0,5.7,31.7
2016/9/20,0,4.5,24.8
2016/9/21,0,4.2,30.4
2016/9/22,0,3.6,17
2016/9/23,0,3.9,17.4
2016/9/24,0,4.5,21.7
2016/9/25,0,4.1,23.8
2016/9/26,0,4.7,14.4
2016/9/27,30.92,4.7,16.3
2016/9/28,35,1.7,249
2016/9/29,4.58,1.4,140
2016/9/30,22.83,3.3,75.6
2016/10/1,3.58,2.4,80.4
2016/10/2,1.08,2.9,63.7
2016/10/3,2.75,3.4,42
2016/10/4,0,3.7,38.1
2016/10/5,0,3.4,29.8
2016/10/6,0,3.8,26.5
2016/10/7,0,2.4,25.9
2016/10/8,0,5.7,26
2016/10/9,0,6.7,19.7
2016/10/10,14.58,2.1,15.9
2016/10/11,5.17,0.9,20.3
2016/10/12,0.08,1.6,33.2
2016/10/13,0,2.6,21.5
2016/10/14,0,3,28.3
2016/10/15,0.08,2.6,22.7
2016/10/16,0,1.7,24.8
2016/10/17,0.33,2.6,23.5
2016/10/18,4.58,1.7,19
2016/10/19,0.58,1.1,19.6
2016/10/20,0,1.8,25
2016/10/21,12.08,1.8,17.8
2016/10/22,30.25,1.7,48.8
2016/10/23,1,2.8,65.4
2016/10/24,0.42,1.6,47.1
2016/10/25,0,1.2,25.4
2016/10/26,0,1.7,22.6
2016/10/27,0,2.4,26.1
2016/10/28,1.17,4.3,17.8
2016/10/29,1,5.1,16
2016/10/30,0,2.6,21.6
2016/10/31,0.25,2.6,25.9
2016/11/1,0.08,4.2,13.8
2016/11/2,0,3.2,20
2016/11/3,0,3.1,21.4
2016/11/4,0,2.3,14.9
2016/11/5,0,2.1,14.3
2016/11/6,0,1.2,15.6
2016/11/7,4.33,1.5,13.9
2016/11/8,2.75,3.3,15.6
2016/11/9,8,1.6,18
2016/11/10,0,1.9,13.8
2016/11/11,2.42,1.9,20.9
2016/11/12,5.75,0.4,23.3
2016/11/13,5.83,0.5,22.4
2016/11/14,0.08,0.2,27.1
2016/11/15,0.08,2,19.6
2016/11/16,0,1.4,15.9
2016/11/17,0,1.1,15.5
2016/11/18,0,1.5,12.9
2016/11/19,11.83,1.3,12.6
2016/11/20,8.17,0.7,22.6
2016/11/21,0.42,0.9,30.8
2016/11/22,0.33,3.8,27.5
2016/11/23,4.67,3.5,24.4
2016/11/24,0.42,3.4,14.4
2016/11/25,37.25,1.1,26
2016/11/26,12.92,1.2,112
2016/11/27,0.17,1.5,122
2016/11/28,0,2.2,73.9
2016/11/29,0,1.1,55.8
2016/11/30,4.17,0.8,47.2
2016/12/1,0,1.8,26.6
2016/12/2,0,1.8,29.6
2016/12/3,0,1.1,31.3
2016/12/4,0,0.9,23.8
2016/12/5,0,1.1,24
2016/12/6,0,2.2,20.4
2016/12/7,0,1.6,28.9
2016/12/8,0,1.5,19.5
2016/12/9,0,1.6,19.9
2016/12/10,0,1.1,18.7
2016/12/11,0,1.2,15.7
2016/12/12,0.33,0.9,15.3
2016/12/13,0.33,1,14.7
2016/12/14,0,2,15.1
2016/12/15,0,2.9,24.3
2016/12/16,0,2.3,20
2016/12/17,0,1.6,17.1
2016/12/18,0.08,0.6,17.6
2016/12/19,0.42,0.6,14.3
2016/12/20,0.08,0.7,10
2016/12/21,5.25,0.7,11.8
2016/12/22,0,2.8,15.8
2016/12/23,0,2.6,14.3
2016/12/24,0.08,2,12.7
2016/12/25,0.08,0.8,8.73
2016/12/26,0.75,1.5,15.4
2016/12/27,0.08,3.2,14.1
2016/12/28,0,2,16.8
2016/12/29,0,2.7,14.8
2016/12/30,0,1.3,14.4
2016/12/31,0,0.8,12.7
2017/1/1,0,0.7,12.3
2017/1/2,0,0.6,12.8
2017/1/3,0,0.8,8.54
2017/1/4,0,0.9,13.1
2017/1/5,0.08,0.8,12.2
2017/1/6,0.92,0.3,13.5
2017/1/7,3.5,0.9,12.2
2017/1/8,0,2.3,16
2017/1/9,0,2,13.8
2017/1/10,0.33,1.8,7.64
2017/1/11,4.33,1.2,12
2017/1/12,13.92,0.5,12.1
2017/1/13,0.08,0.8,18.8
2017/1/14,0.33,2,20.7
2017/1/15,1.17,1,13
2017/1/16,0.08,1.3,15.3
2017/1/17,3.33,0.7,20.9
2017/1/18,9.33,0.1,18
2017/1/19,4.67,0.5,27.3
2017/1/20,0,2.1,25.3
2017/1/21,0,1.9,13.8
2017/1/22,0.08,1.5,16.1
2017/1/23,0,1.7,14.6
2017/1/24,0,1.4,11.6
2017/1/25,0.33,1.2,10.7
2017/1/26,0,1.5,8.51
2017/1/27,0,1.2,12.1
2017/1/28,0,1.7,11.5
2017/1/29,2.92,1,13.1
2017/1/30,1.75,1.4,12.4
2017/1/31,0,0.8,12.3
2017/2/1,0.08,1.8,11.2
2017/2/2,0,2.6,9.95
2017/2/3,0,1.8,12.2
2017/2/4,0,1.8,8.15
2017/2/5,0,1.2,8.81
2017/2/6,0,3.1,8.9
2017/2/7,2.92,2.4,8.68
2017/2/8,6.67,1.3,10.7
2017/2/9,0,1.8,12.3
2017/2/10,0,2.4,11.5
2017/2/11,0,2.4,11.6
2017/2/12,0,2.7,10.4
2017/2/13,0,2.4,7.3
2017/2/14,0,2,10.5
2017/2/15,0,1.8,5.59
2017/2/16,0,1.4,8.8
2017/2/17,0.08,1.7,10.5
2017/2/18,0,2.6,10.2
2017/2/19,0.67,1.6,10
2017/2/20,0,2.3,9.76
2017/2/21,0,3.4,8.14
2017/2/22,6.67,1.8,10.4
2017/2/23,17.5,2,12.4
2017/2/24,2.92,1.8,32.8
2017/2/25,0.08,1,21.8
2017/2/26,0,2,16.7
2017/2/27,0,1.8,16.9
2017/2/28,0,2.2,11.3
2017/3/1,0.08,2.8,9.04
2017/3/2,0,3.4,8.36
2017/3/3,0,1.8,10.2
2017/3/4,21.83,0.8,9.96
2017/3/5,24.75,0.9,22.3
2017/3/6,0.08,2.2,69.6
2017/3/7,0,1.3,46.7
2017/3/8,0,2.2,41.9
2017/3/9,14,1.6,34.8
2017/3/10,16.33,0.7,39.3
2017/3/11,0,1.2,76.1
2017/3/12,22.92,0.1,59.8
2017/3/13,23.75,1.1,112
2017/3/14,0,2.8,193
2017/3/15,1.33,1.9,94.3
2017/3/16,0,0.9,66.8
2017/3/17,27.5,0.3,60.7
2017/3/18,17.33,0.1,116
2017/3/19,3.58,0.4,146
2017/3/20,10.08,0.8,106
2017/3/21,4.67,0.9,93.5
2017/3/22,18.58,0.8,93
2017/3/23,0,1.4,126
2017/3/24,20,1.3,96.6
2017/3/25,3.42,0.9,136
2017/3/26,0,2.2,104
2017/3/27,0.08,2.9,71.8
2017/3/28,8.42,0.9,59.2
2017/3/29,5.83,0.8,47.6
2017/3/30,33,0.2,63.2
2017/3/31,5.75,1.2,215
2017/4/1,0,2.8,141
2017/4/2,0,3.9,90.6
2017/4/3,0,2.5,66
2017/4/4,0,3.5,56.2
2017/4/5,0,2.3,53.2
2017/4/6,19.83,1.2,47.4
2017/4/7,9.42,0.6,58.6
2017/4/8,7.92,1.6,65.6
2017/4/9,39.58,1.3,67.9
2017/4/10,12.5,3,200
2017/4/11,10.58,2.4,135
2017/4/12,0.08,1.8,135
2017/4/13,0,3.2,97
2017/4/14,0,3.5,75.9
2017/4/15,0,1.3,71.2
2017/4/16,0,1.6,51.2
2017/4/17,10.58,0.3,50.2
2017/4/18,0,3.2,51.4
2017/4/19,11.67,1.8,41.8
2017/4/20,4.25,1.1,38.6
2017/4/21,20.92,1.9,45.2
2017/4/22,0.08,3.3,82.6
2017/4/23,0,3.3,62.7
2017/4/24,0,3.2,43.6
2017/4/25,8.83,1.4,52.1
2017/4/26,19.83,1.7,54.2
2017/4/27,0.42,2.2,93.2
2017/4/28,0,3.7,73.9
2017/4/29,0,4,63.1
2017/4/30,0,3.7,49.9
2017/5/1,15.5,1.8,48.6
2017/5/2,1.33,1.7,50.7
2017/5/3,8.25,2.1,49.2
2017/5/4,6.25,2,58.9
2017/5/5,0.67,1.8,64
2017/5/6,0,4,42.7
2017/5/7,0,4.8,36.4
2017/5/8,22.75,2.3,38.6
2017/5/9,0,5.5,67.4
2017/5/10,0,4.2,53.6
2017/5/11,19.83,3.4,37.9
2017/5/12,6.08,1.1,65.3
2017/5/13,0,4.2,71
2017/5/14,0,5,51.9
2017/5/15,2.75,3.2,41.1
2017/5/16,0,2.8,40.5
2017/5/17,0,3.4,33.7
2017/5/18,0,4.9,22.4
2017/5/19,0,3.4,23.1
2017/5/20,0,4.8,19.8
2017/5/21,0,4.9,21.4
2017/5/22,0.17,3.8,21.5
2017/5/23,12.92,1.8,27
2017/5/24,0,3.3,28.2
2017/5/25,0,4.1,34.3
2017/5/26,0,4.6,26.7
2017/5/27,0,4.9,19.3
2017/5/28,0,5.5,8.14
2017/5/29,0,5.1,14.5
2017/5/30,0,3.6,12.1
2017/5/31,12.83,2.2,16.7
2017/6/1,78,1.8,143
2017/6/2,1.83,0.7,192
2017/6/3,8.25,0.1,104
2017/6/4,6.42,1.7,97
2017/6/5,10.75,2.3,71.4
2017/6/6,3.92,1.8,74.3
2017/6/7,0.5,2,63.1
2017/6/8,26,2.9,55.2
2017/6/9,0.92,2,87.8
2017/6/10,0,4.4,74.2
2017/6/11,11.58,4.4,63.9
2017/6/12,22.92,3.1,66
2017/6/13,19.42,1.7,186
2017/6/14,17,2.5,171
2017/6/15,40.08,2,220
2017/6/16,18.67,0.5,491
2017/6/17,0.17,1.1,306
2017/6/18,13.25,0.9,141
2017/6/19,11.25,0.6,120
2017/6/20,6.58,0.7,128
2017/6/21,28.75,0.4,164
2017/6/22,11.5,0.3,233
2017/6/23,2.67,2.2,183
2017/6/24,0.17,1.7,132
2017/6/25,34.42,3.9,133
2017/6/26,46.08,1.7,317
2017/6/27,34.67,0.8,488
2017/6/28,1.08,0.7,443
2017/6/29,10.33,2.5,218
2017/6/30,1.17,3.1,186
2017/7/1,1.58,2.7,122
2017/7/2,16.42,3.7,105
2017/7/3,3.75,3.9,193
2017/7/4,1.92,3.3,116
2017/7/5,4.75,5,91.5
2017/7/6,3.08,3.6,87.7
2017/7/7,0.08,4.4,69.3
2017/7/8,8.5,3.7,61.3
2017/7/9,0,3.9,57.1
2017/7/10,0,3.1,60.4
2017/7/11,0,4.6,47.2
2017/7/12,5.5,5.4,44.2
2017/7/13,1.75,6.8,42.8
2017/7/14,1.08,5.3,45.5
2017/7/15,0,5.4,38.5
2017/7/16,0.5,6,38.6
2017/7/17,8.92,6.4,26.6
2017/7/18,0,5.1,43.1
2017/7/19,0.5,5.9,33.4
2017/7/20,0,5.7,26.5
2017/7/21,1.83,5.5,23.4
2017/7/22,0,6.6,21
2017/7/23,0,6.5,20.1
2017/7/24,0,7.2,22.6
2017/7/25,4.08,6.6,25.8
2017/7/26,0.75,5,26.6
2017/7/27,0,5.8,20.8
2017/7/28,0,6.3,16.2
2017/7/29,0.67,7.1,23.5
2017/7/30,6.67,4.3,26.6
2017/7/31,27.92,2.8,41.4
2017/8/1,33.75,1.6,121
2017/8/2,0.33,1.7,145
2017/8/3,0,2.6,61.9
2017/8/4,1.42,4.1,53.1
2017/8/5,0,5.1,55.2
2017/8/6,5.42,5.5,49.8
2017/8/7,0,4.3,33.8
2017/8/8,0,5.4,26.7
2017/8/9,2.25,5.5,30.8
2017/8/10,20.25,4.7,45.4
2017/8/11,0,2.5,57.9
2017/8/12,0.42,3.5,35.4
2017/8/13,0,4.3,29.6
2017/8/14,0,4,20.2
2017/8/15,4.75,5.7,25.6
2017/8/16,0,6.2,26.9
2017/8/17,10.08,6.3,19.2
2017/8/18,0,4.5,18.8
2017/8/19,0,4.9,28
2017/8/20,12.5,6.5,18
2017/8/21,4.42,5.8,20.4
2017/8/22,0,5.6,23.8
2017/8/23,7,4.3,24.9
2017/8/24,0,4.8,18.7
2017/8/25,2.92,5.7,18.9
2017/8/26,0.5,5.9,20.3
2017/8/27,7.83,5.8,24.4
2017/8/28,0,5.1,25.5
2017/8/29,2,6.7,17
2017/8/30,0,5.7,16.9
2017/8/31,25.92,3.2,35.5
2017/9/1,0,6.6,55.1
2017/9/2,0,7,26.4
2017/9/3,0,3.9,27.5
2017/9/4,0,3.7,18.9
2017/9/5,0,4.5,18.7
2017/9/6,0,5.1,16.8
2017/9/7,0.83,4.6,16.6
2017/9/8,25.5,4.7,16.2
2017/9/9,7.83,4.6,33.3
2017/9/10,2.42,4.3,34
2017/9/11,1.75,4.2,28.2
2017/9/12,7,4.6,26.8
2017/9/13,0,6.9,48.8
2017/9/14,0,6.9,39.8
2017/9/15,0,4.8,27.9
2017/9/16,0,5.3,17.3
2017/9/17,0,4.9,15.4
2017/9/18,0,4.6,15.5
2017/9/19,0,4.1,14.5
2017/9/20,0.33,3.8,14.7
2017/9/21,0,3.6,17.3
2017/9/22,0,3.9,21.9
2017/9/23,0.42,3.5,15.6
2017/9/24,0.5,4.3,15.8
2017/9/25,0,5.3,13.7
2017/9/26,0,5.2,12.6
2017/9/27,0,4.9,12.3
2017/9/28,8.33,7.2,12.3
2017/9/29,8.75,4.2,12.6
2017/9/30,1.58,4,17
2017/10/1,0,4.2,20.1
2017/10/2,0,3.9,15.8
2017/10/3,12.83,6.5,14.3
2017/10/4,0,7,17.4
2017/10/5,0,2.9,15.8
2017/10/6,0,3.8,14
2017/10/7,0,5.6,11
2017/10/8,0,5.6,12.8
2017/10/9,0,3.7,10.7
2017/10/10,0,4.8,11.2
2017/10/11,0,4.9,11.9
2017/10/12,0,7.1,10.5
2017/10/13,0.33,8.8,9.96
2017/10/14,1.33,4.5,9.47
2017/10/15,0.25,3.6,9.87
2017/10/16,0,4.6,11
2017/10/17,0,5.4,10.2
2017/10/18,0,3.7,9.33
2017/10/19,0.58,4.3,7.96
2017/10/20,0,4.5,9.9
2017/10/21,0,5.5,6.85
2017/10/22,0,4.1,8.8
2017/10/23,0,3.5,7.17
2017/10/24,0,4.7,5.94
2017/10/25,0,3.3,5.65
2017/10/26,0,3.6,8.57
2017/10/27,0,3.2,9.34
2017/10/28,0,3.6,9.8
2017/10/29,0,5.1,7.6
2017/10/30,0,4.5,6.3
2017/10/31,0,3,9.24
2017/11/1,0,2.6,8.69
2017/11/2,0,2.8,7.35
2017/11/3,0,3,8.19
2017/11/4,0,5.8,9.78
2017/11/5,0,3.7,9.05
2017/11/6,0.5,1.4,6.68
2017/11/7,1.33,1.2,6.35
2017/11/8,0,1.6,9.64
2017/11/9,0,3.2,8.46
2017/11/10,0.25,3,6.68
2017/11/11,5.33,2.6,6.5
2017/11/12,1.25,0.7,7.37
2017/11/13,1.58,0.9,8.54
2017/11/14,1.08,1.2,10.2
2017/11/15,0.83,1.9,8.36
2017/11/16,0.67,1.3,7.67
2017/11/17,22.92,0.1,9.24
2017/11/18,0.58,6.2,20
2017/11/19,2.25,2.1,19.3
2017/11/20,1.42,1.1,12.2
2017/11/21,5.08,0.9,13.2
2017/11/22,0,1.6,11.7
2017/11/23,0,2,10.9
2017/11/24,6.5,2.5,11.8
2017/11/25,7.75,1.2,15.3
2017/11/26,0.33,0.5,12.2
2017/11/27,0,1.3,11.3
2017/11/28,1,0.9,12.2
2017/11/29,9.75,0.3,11.2
2017/11/30,3.25,1.8,15.6
2017/12/1,0,2.7,16.2
2017/12/2,0,1.2,12.1
2017/12/3,0,1.2,13.5
2017/12/4,0,3.8,10.8
2017/12/5,0,2.9,8.82
2017/12/6,0,1.8,9.88
2017/12/7,0,1.7,7.85
2017/12/8,0,3.2,11.5
2017/12/9,0,1.8,14
2017/12/10,0,1.7,12.5
2017/12/11,0,1,12
2017/12/12,0,2.9,10.7
2017/12/13,3,1.1,9.73
2017/12/14,0.83,0.7,7.95
2017/12/15,12.17,0.2,11.7
2017/12/16,0.17,2.2,14.2
2017/12/17,0.08,2.5,12.7
2017/12/18,0,1.9,14.8
2017/12/19,0,1.7,10
2017/12/20,0,2,7.04
2017/12/21,0,1.5,8.86
2017/12/22,0,1.2,10.8
2017/12/23,0,0.8,6.91
2017/12/24,0,1.9,5.93
2017/12/25,0,1.6,5.97
2017/12/26,0,1.3,6.79
2017/12/27,0,0.9,9.81
2017/12/28,2.25,0.1,7.75
2017/12/29,0,0.3,9.54
2017/12/30,0.33,0.9,8.59
2017/12/31,0,2.2,7.01
2018/1/1,0,1.4,6.88
2018/1/2,0,1.2,6.85
2018/1/3,0.33,1.6,6.86
2018/1/4,4.42,0.9,6.95
2018/1/5,6.25,1.3,9.88
2018/1/6,18.25,0.6,15.5
2018/1/7,27.42,1.1,25.5
2018/1/8,1.83,1.4,48.3
2018/1/9,0,1.7,43.3
2018/1/10,0,1.5,26.6
2018/1/11,0,1.6,11.5
2018/1/12,0,1.5,20.5
2018/1/13,0,1.4,16.7
2018/1/14,0,0.9,10.9
2018/1/15,0,0.8,10.3
2018/1/16,0,0.9,14.2
2018/1/17,0,0.8,14
2018/1/18,0,1.1,12.7
2018/1/19,0,1.3,9.72
2018/1/20,0,1.1,11.1
2018/1/21,2.25,1,9.08
2018/1/22,0,1.3,8.97
2018/1/23,0,1.1,7.95
2018/1/24,0,2.1,10.4
2018/1/25,3.5,2.2,11.6
2018/1/26,0.75,2.5,9.49
2018/1/27,13.08,1.1,7.59
2018/1/28,5.08,0.8,17.9
2018/1/29,0,1.4,14.8
2018/1/30,3.08,1.2,18
2018/1/31,6.5,0.5,13
2018/2/1,0.08,1.9,12.9
2018/2/2,0,0.8,14.5
2018/2/3,0,2.1,12.9
2018/2/4,0,2.3,11
2018/2/5,0,2.2,11
2018/2/6,0,1.8,9.2
2018/2/7,0,1.8,9.24
2018/2/8,0,2,9.79
2018/2/9,1.42,0.4,8.68
2018/2/10,3.75,0.7,110
2018/2/11,0,2.1,11.1
2018/2/12,0,2.3,10.4
2018/2/13,0,1.8,10.1
2018/2/14,0,1.2,12
2018/2/15,0,1.1,12
2018/2/16,0,1.3,7.54
2018/2/17,0,2.6,6.84
2018/2/18,0,1.4,8.93
2018/2/19,0.17,1.8,7.94
